# zzform module
# Deprecated code patterns
#
# This file lists deprecated code patterns that should be replaced
# with newer alternatives. The deprecation checker will scan the
# codebase and notify developers about occurrences that need updating.
#
# Part of »Zugzwang Project«
# https://www.zugzwang.org/modules/zzform
#
# @author Gustaf Mossakowski <gustaf@koenige.org>
# @copyright Copyright © 2025-2026 Gustaf Mossakowski
# @license http://opensource.org/licenses/lgpl-3.0.html LGPL-3.0
#
#: Identifier	Type	Search Text	Message	Exclude Pattern
# exclude_pattern: files matching this pattern will be excluded from results (multiple patterns separated by semicolon)
#
2016-11-28-1	code	$zz_conf['add']	use $zz['record']['add']
2023-05-01-1	code	zzform_include_table	use zzform_include()	zzform/zzform/zzform.php
2023-05-10-1	code	$zz_conf['breadcrumbs']	use $zz['page']['breadcrumbs'] instead	zzbrick/zzbrick/forms.inc.php
2023-05-10-2	code	$zz_conf['dont_show_title_as_breadcrumb']	use $zz['page']['dont_show_title_as_breadcrumb']
2023-06-23-1	code	$zz_conf['no_timeframe']	use $zz['record']['no_timeframe']
2023-06-24-1	code	$zz_conf['footer_template']	use $zz['footer']['template']
2023-06-24-2	code	$zz_conf['footer_text']	use $zz['footer']['text']
2023-06-24-3	code	$zz_conf['footer_text_insert']	use $zz['footer']['text_insert']
2023-06-24-4	code	$zz_conf['no_add_above']	use $zz['list']['no_add_above']
2023-06-26-1	code	$zz_conf['export']	use $zz['export']
2023-06-26-2	code	$zz_conf['redirect']	use $zz['record']['redirect']
2023-06-27-1	code	$zz_conf['search']	use $zz['setting']['zzform_search']
2023-06-27-2	code	$zz_conf['search_form_always']	use $zz['setting']['zzform_search_form_always']
2023-06-27-3	code	$zz_conf['filter_position']	use $zz['setting']['zzform_filter_position']
2023-06-27-4	code	$zz_conf['always_show_empty_detail_record']	use $zz['record']['always_show_empty_detail_record']
2023-06-27-5	code	$zz_conf['export_csv_delimiter']	use $zz['setting']['export_csv_delimiter']
2023-06-27-6	code	$zz_conf['export_csv_no_head']	use $zz['setting']['export_csv_heading'], but opposite value
2023-06-27-7	code	$zz_conf['export_csv_replace']	use $zz['setting']['export_csv_replace']
2023-06-27-8	code	$zz_conf['nice_tablename']	use $zz['setting']['zzform_nice_tablename']
2023-06-27-9 	code	$zz_conf['list_display']	use $zz['list']['display']
2023-06-27-10	code	$zz_conf['multi_delete']	use $zz['list']['batch_delete']
2023-06-27-11	code	$zz_conf['multi_edit']	use $zz['list']['batch_edit']
2023-06-27-12	code	$zz_conf['multi_function']	use $zz['list']['batch_function']
2023-06-29-1	code	$zz_conf['max_select']	use $zz['setting']['zzform_max_select']
2023-06-29-2	code	$zz_conf['max_select_val_len']	use $zz['setting']['zzform_max_select_val_len']
2023-06-30-1 	code	$zz_conf['cancel_link']	use $zz['record']['cancel_link']
2023-06-30-2	code	$zz_conf['copy']	use $zz['record']['copy']
2023-06-30-3	code	$zz_conf['limit']	use $zz['setting']['zzform_limit']
2023-07-01-1	code	$zz_conf['delete']	use $zz['record']['delete']
2023-07-01-2	code	$zz_conf['edit']	use $zz['record']['edit']
2023-07-01-3	code	$zz_conf['view']	use $zz['record']['view']
2023-07-01-4	code	$zz_conf['no_ok']	use $zz['record']['no_ok']
2023-07-01-5	code	$zz_conf['referer']	use $zz['page']['referer']
2023-07-01-6	code	$zz['dynamic_referer']	use $zz['page']['dynamic_referer']
2023-07-04-1 	code	$zz_conf['dont_show_total_records']	use $zz['setting']['zzform_hide_total_records']
2023-07-05-1	code	$zz_conf['html_autofocus']	use $zz['setting']['zzform_autofocus'], default is true
2023-07-05-2	code	$zz_conf['merge']	use $zz['list']['merge']
2024-02-18-1	code	$zz_conf['format']	use $zz['setting']['zzform_format']
2024-05-22-1	code	$zz_conf['access']	use $zz['access'] instead
2024-10-16-1	code	$zz_conf['url_self']	removed, use setting `request_uri` or other
2024-11-22-1	code	zz_log_sql	use zz_db_log() instead	zzform/zzform/database.inc.php
2024-11-24-1	code	tick_to_save	use a detail table with form_display 'set' instead
2024-12-04-1	code	zzform_format	removed, use `request helptext *` instead	zzform/configuration/settings.cfg;zzform/configuration/zz_conf.cfg;zzform/zzform/record.inc.php
2024-12-13-1	code	multi_function	now `batch_function`	zzform/configuration/zz.cfg;zzform/configuration/zz_conf.cfg
2024-12-13-2	code	multi_delete	now `batch_delete`	zzform/configuration/zz.cfg;zzform/configuration/zz_conf.cfg
2024-12-13-3	code	multi_edit	now `batch_edit`	zzform/configuration/zz.cfg;zzform/configuration/zz_conf.cfg
2025-01-23-1	code	sql_index_only	can be removed
2025-03-30-1	code	sqlrecord	use `sql_record` instead
2025-03-30-2	code	sqlcount	use `sql_count` instead
2025-03-30-3	code	sqlextra	use `sql_extra` instead
2025-05-12-1	code	sql_association	removed
2026-01-04-1	code	zzform_css_background_color_body	set via CSS --background-color-body	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-2	code	zzform_css_background_color_error	set via CSS --background-color-error	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-3	code	zzform_css_color_error	set via CSS --color-error	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-4	code	zzform_css_background_color_record	set via CSS --background-color-record	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-5	code	zzform_css_background_color_record_subtable	set via CSS --background-color-record-subtable	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-6	code	zzform_css_background_color_record_foot	set via CSS --background-color-record-foot	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-7	code	zzform_css_background_color_list_even	set via CSS --background-color-list-even	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-8	code	zzform_css_background_color_list_uneven	set via CSS --background-color-list-uneven	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-9	code	zzform_css_background_color_list_order_by	set via CSS --background-color-list-order-by	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-10	code	zzform_css_background_color_list_where	set via CSS --background-color-list-where	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-11	code	zzform_css_border_color_list	set via CSS --border-color-list	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-12	code	zzform_css_border_color_list_foot	set via CSS --border-color-list-foot	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-13	code	zzform_css_border_color_list_pages	set via CSS --border-color-list-pages	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-04-14	code	zzform_css_color_list_pages	set via CSS --color-list-pages	zzform/configuration/settings.cfg;zzform/layout/zzform-colours.css
2026-01-06-1	code	$zz_sub	use $zz and include files via zzform_include()	zzform/zzform/_functions.inc.php
2026-01-09-1	code	$zz_conf['int']['secret_key']	use zz_state_hash()
2026-01-09-2	code	setting zzform_id	use item state_token
2026-01-10-1	code	$zz_conf['multi']	in definitions, use `['if']['batch_mode']`, inside a zzform() call use wrap_static('zzform_output', 'batch_mode')
2026-01-10-2	code	['if']['multi']	use `['if']['batch_mode']`
2026-01-10-3	code	['if']['batch']	use `['if']['batch_mode']`
2026-01-10-4	code	$zz_conf['generate_output']	inside a zzform() call use !wrap_static('zzform_output', 'batch_mode')
2026-01-11-1	code	$zz_conf['revisions_url']	use $zz['revisions_url']
